operateur,annee,filiere,code_categorie_consommation,libelle_categorie_consommation,code_grand_secteur,libelle_grand_secteur,code_naf,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,code_region,libelle_region
SICAE de la vallée du Sausseron,2021,Electricité,ENT,Entreprises,T,Tertiaire,68.0,Activités immobilières,139.4711576369723,1,1.0,0,11,Île-de-France
SICAE de la vallée du Sausseron,2021,Electricité,ENT,Entreprises,T,Tertiaire,84.0,Administration publique et défense ; sécurité sociale obligatoire,169.00152779537189,9,1.0,0,11,Île-de-France
SICAE de la vallée du Sausseron,2021,Electricité,ENT,Entreprises,T,Tertiaire,94.0,Activités des organisations associatives,604.64,1,1.0,0,11,Île-de-France
SICAE de la vallée du Sausseron,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,203.80544174312183,27,1.0,0,11,Île-de-France
SICAE de la vallée du Sausseron,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,103.58134453515876,7096,1.0,0,11,Île-de-France
SICAE de Precy-Saint-Martin,2021,Electricité,ENT,Entreprises,T,Tertiaire,33.0,Réparation et installation de machines et d'équipements,66.5736366109694,1,0.0,0,44,Grand Est
SICAE de Precy-Saint-Martin,2021,Electricité,ENT,Entreprises,T,Tertiaire,46.0,"Commerce de gros, à l'exception des automobiles et des motocycles",100.42837025691809,8,0.926,0,44,Grand Est
SICAE de Precy-Saint-Martin,2021,Electricité,ENT,Entreprises,T,Tertiaire,70.0,Activités des sièges sociaux ; conseil de gestion,845.12,3,1.0,0,44,Grand Est
SICAE de Precy-Saint-Martin,2021,Electricité,ENT,Entreprises,T,Tertiaire,84.0,Administration publique et défense ; sécurité sociale obligatoire,319.3,4,0.904,0,44,Grand Est
SICAE de Precy-Saint-Martin,2021,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,768.89,2,1.0,0,44,Grand Est
SICAE de Precy-Saint-Martin,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,31.12487655928259,1,1.0,0,44,Grand Est
SICAE des cantons de la Ferté-Alais et limitrophes,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,437.63,22,0.957,0,11,Île-de-France
SICAE des cantons de la Ferté-Alais et limitrophes,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,577.64,52,0.464,0,11,Île-de-France
SICAE des cantons de la Ferté-Alais et limitrophes,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,176.54594932827123,481,0.0108,0,11,Île-de-France
SICAE des cantons de la Ferté-Alais et limitrophes,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,160.7816393944183,15072,0.0188,0,11,Île-de-France
SICAE du Carmausin,2021,Electricité,PRO,Petits professionels,T,Tertiaire,,0,189.2955275770679,260,0.01,0,76,Occitanie
SICAE du Carmausin,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,541.73,5333,0.0159,0,76,Occitanie
SICAE ELY,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,0.0,0,0.0,1,24,Centre-Val de Loire
SICAE Est,2021,Electricité,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,133.1948723603857,7,1.0,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,I,Industrie,23.0,Fabrication d'autres produits minéraux non métalliques,613.2,1,1.0,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,I,Industrie,28.0,Fabrication de machines et équipements n.c.a.,98.88729970842948,1,1.0,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,I,Industrie,9.0,0,5.7401092593077285,1,1.0,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,T,Tertiaire,33.0,Réparation et installation de machines et d'équipements,637.22,2,1.0,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,T,Tertiaire,36.0,"Captage, traitement et distribution d'eau",412.35,4,1.0,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,T,Tertiaire,37.0,Collecte et traitement des eaux usées,84.16241826480613,1,1.0,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,T,Tertiaire,47.0,"Commerce de détail, à l'exception des automobiles et des motocycles",864.89,22,0.863,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,353.97,3,0.271,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,T,Tertiaire,68.0,Activités immobilières,29.81182979652108,1,1.0,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,T,Tertiaire,86.0,Activités pour la santé humaine,168.6120179491865,2,0.849,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,150.37859867975956,28,0.924,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,0.0,0,0.0,1,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,136.04404132812166,71,0.247,0,27,Bourgogne-Franche-Comté
SICAE Est,2021,Electricité,ENT,Entreprises,A,Agriculture,2.0,0,1.6677709320594274,1,1.0,0,44,Grand Est
SICAE Est,2021,Electricité,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,146.77330809815336,6,0.748,0,44,Grand Est
SICAE Est,2021,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",171.02012896953812,4,1.0,0,44,Grand Est
SICAE Est,2021,Electricité,ENT,Entreprises,T,Tertiaire,33.0,Réparation et installation de machines et d'équipements,36.22006657405075,1,1.0,0,44,Grand Est
SICAE Est,2021,Electricité,ENT,Entreprises,T,Tertiaire,47.0,"Commerce de détail, à l'exception des automobiles et des motocycles",137.5542684208542,1,1.0,0,44,Grand Est
SICAE Est,2021,Electricité,PRO,Petits professionels,T,Tertiaire,,0,248.28,94,0.236,0,44,Grand Est
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,93.5422030872656,31,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,16.0,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",944.75,5,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,17.0,Industrie du papier et du carton,356.96,6,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,20.0,Industrie chimique,671.0,13,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,21.0,Industrie pharmaceutique,199.5761851391916,2,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,23.0,Fabrication d'autres produits minéraux non métalliques,206.220878831862,16,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",206.3474796597417,37,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,26.0,"Fabrication de produits informatiques, électroniques et optiques",94.66171942049112,1,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,27.0,Fabrication d'équipements électriques,194.2197287263616,3,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,31.0,Fabrication de meubles,388.7,3,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,42.0,Génie civil,147.8918764926767,4,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,I,Industrie,8.0,0,338.83,7,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,56.0,Restauration,614.29,17,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,63.0,Services d'information,93.37276093492108,1,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,65.0,Assurance,583.37,1,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,71.0,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,139.7430016071842,3,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,73.0,Publicité et études de marché,85.26069209517422,2,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,77.0,Activités de location et location-bail,222.4,4,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,80.0,Enquêtes et sécurité,797.1,1,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,81.0,Services relatifs aux bâtiments et aménagement paysager,890.19,1,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,82.0,Activités administratives et autres activités de soutien aux entreprises,201.9917136932564,8,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,85.0,Enseignement,148.92948384352616,24,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,88.0,Action sociale sans hébergement,126.10036462419092,7,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,T,Tertiaire,95.0,Réparation d'ordinateurs et de biens personnels et domestiques,77.75753287862877,1,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,735.71,21,1.0,0,32,Hauts-de-France
SICAE Oise,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,178.37283755513613,2939,0.39,0,32,Hauts-de-France
SICAP,2021,Electricité,ENT,Entreprises,A,Agriculture,1.0,0,155.5426728257601,512,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,820.39,14,1.27,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,I,Industrie,11.0,Fabrication de boissons,146.57,2,0.991,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,I,Industrie,16.0,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",160.9634600924574,4,1.11,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,I,Industrie,17.0,Industrie du papier et du carton,614.64,4,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,I,Industrie,28.0,Fabrication de machines et équipements n.c.a.,511.97,8,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,I,Industrie,32.0,Autres industries manufacturières,149.41899661309725,2,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",179.33325432954763,17,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,I,Industrie,42.0,Génie civil,307.87,2,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,36.0,"Captage, traitement et distribution d'eau",205.5901999103724,10,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,45.0,Commerce et réparation d'automobiles et de motocycles,904.05,8,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,46.0,"Commerce de gros, à l'exception des automobiles et des motocycles",118.34,46,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,47.0,"Commerce de détail, à l'exception des automobiles et des motocycles",516.79,15,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,97.3981309008118,6,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,68.0,Activités immobilières,164.12155505712963,9,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,71.0,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,128.56338832279033,3,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,77.0,Activités de location et location-bail,142.66249433639885,1,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,84.0,Administration publique et défense ; sécurité sociale obligatoire,130.96521173681734,57,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,85.0,Enseignement,955.47,4,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,ENT,Entreprises,T,Tertiaire,86.0,Activités pour la santé humaine,171.67644629355868,3,1.0,0,24,Centre-Val de Loire
SICAP,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,580.79,393,0.5,0,24,Centre-Val de Loire
SICAP,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,127.34429343259455,24015,0.5,0,24,Centre-Val de Loire
SOREA,2021,Electricité,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,82.4394416839682,1,0.0,0,84,Auvergne-Rhône-Alpes
SOREA,2021,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",398.17,1,0.0,0,84,Auvergne-Rhône-Alpes
SOREA,2021,Electricité,ENT,Entreprises,I,Industrie,42.0,Génie civil,173.91,1,1.0,0,84,Auvergne-Rhône-Alpes
SOREA,2021,Electricité,ENT,Entreprises,T,Tertiaire,33.0,Réparation et installation de machines et d'équipements,197.28105798678715,1,1.0,0,84,Auvergne-Rhône-Alpes
SOREA,2021,Electricité,ENT,Entreprises,T,Tertiaire,46.0,"Commerce de gros, à l'exception des automobiles et des motocycles",135.1766115030684,1,0.0,0,84,Auvergne-Rhône-Alpes
SOREA,2021,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,172.65737762807052,4,0.622,0,84,Auvergne-Rhône-Alpes
SOREA,2021,Electricité,ENT,Entreprises,T,Tertiaire,61.0,Télécommunications,413.76,1,1.0,0,84,Auvergne-Rhône-Alpes
SOREA,2021,Electricité,ENT,Entreprises,T,Tertiaire,68.0,Activités immobilières,114.717096412853,21,0.0,0,84,Auvergne-Rhône-Alpes
SOREA,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,833.05,333,0.426,0,84,Auvergne-Rhône-Alpes
SOREA,2021,Electricité,PRO,Petits professionels,T,Tertiaire,,0,634.79,238,0.0436,0,84,Auvergne-Rhône-Alpes
SRD,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,727.32,2,0.974,0,24,Centre-Val de Loire
SRD,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,172.73559342216393,337,0.831,0,52,Pays de la Loire
SRD,2021,Electricité,ENT,Entreprises,A,Agriculture,1.0,0,113.92820598256876,305,0.984,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,I,Industrie,13.0,Fabrication de textiles,530.61,1,1.0,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,I,Industrie,14.0,Industrie de l'habillement,84.5257891162986,3,1.0,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,I,Industrie,17.0,Industrie du papier et du carton,154.84682914260767,5,1.0,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,I,Industrie,20.0,Industrie chimique,117.9229023421572,4,1.0,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",196.95,26,0.998,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",926.58,38,1.0,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,I,Industrie,5.0,0,495.18,1,0.75,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,T,Tertiaire,73.0,Publicité et études de marché,118.33213959319038,1,1.0,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,T,Tertiaire,74.0,"Autres activités spécialisées, scientifiques et techniques",158.5400998793903,11,0.908,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,T,Tertiaire,85.0,Enseignement,146.13063952614445,38,1.0,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,T,Tertiaire,91.0,"Bibliothèques, archives, musées et autres activités culturelles",126.7502216830654,6,1.0,0,75,Nouvelle-Aquitaine
SRD,2021,Electricité,ENT,Entreprises,T,Tertiaire,94.0,Activités des organisations associatives,161.88896953931604,16,0.998,0,75,Nouvelle-Aquitaine
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,I,Industrie,16.0,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",133.30085868009317,39,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,I,Industrie,17.0,Industrie du papier et du carton,117.45370786774438,15,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,I,Industrie,18.0,Imprimerie et reproduction d'enregistrements,205.2744260045733,28,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,I,Industrie,22.0,Fabrication de produits en caoutchouc et en plastique,91.79488966621236,39,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",203.55836359341424,127,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,I,Industrie,32.0,Autres industries manufacturières,116.2343499421449,14,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,T,Tertiaire,33.0,Réparation et installation de machines et d'équipements,724.44,43,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,T,Tertiaire,36.0,"Captage, traitement et distribution d'eau",92.01465859250968,195,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,T,Tertiaire,52.0,Entreposage et services auxiliaires des transports,706.98,86,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,T,Tertiaire,61.0,Télécommunications,141.5480557878877,55,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,T,Tertiaire,77.0,Activités de location et location-bail,136.9712358164489,44,1.0,0,44,Grand Est
Strasbourg Électricité Réseaux,2021,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,578.91,122,1.0,0,44,Grand Est
